group	rep	protein	locus	name	log2intensity	fraction
Geo_0	Geo_0_1	AKU27778.1	IB49_16765	hypothetical protein	18.56588828803168	5.357545399779705e-5
Geo_0	Geo_0_1	AKU27780.1	IB49_16780	DNA mismatch repair protein MutS	20.198078473475732	1.6607492476990174e-4
Geo_0	Geo_0_1	AKU27781.1	IB49_16785	DNA mismatch repair protein MutL	19.601071919471813	1.0979616824487962e-4
Geo_0	Geo_0_1	AKU27782.1	IB49_16790	peptidase P60	20.52315855183629	2.0804770000027744e-4
Geo_0	Geo_0_1	AKU27784.1	IB49_16800	chemotaxis protein	21.505528276662957	4.110415011223871e-4
Geo_0	Geo_0_1	AKU27785.1	IB49_16805	tRNA delta(2)-isopentenylpyrophosphate transferase	20.946564740077857	2.790107149564108e-4
Geo_0	Geo_0_1	AKU27786.1	IB49_16810	RNA-binding protein Hfq	19.662130181608955	1.1454273595383329e-4
Geo_0	Geo_0_1	AKU27788.1	IB49_16820	long-chain fatty acid--CoA ligase	16.925380609675592	1.7183983247643195e-5
Geo_0	Geo_0_1	AKU27791.1	IB49_16835	fatty-acid--CoA ligase	18.095646546539378	3.867310039362481e-5
Geo_0	Geo_0_1	AKU27792.1	IB49_16845	Uma2 family endonuclease	21.668914306903748	4.6033051924531494e-4
Geo_0	Geo_0_1	AKU27795.1	IB49_16865	hypothetical protein	18.25299978408966	4.312975935198689e-5
Geo_0	Geo_0_1	AKU27796.1	IB49_16870	MerR family transcriptional regulator	22.696235098023024	9.382620316786164e-4
Geo_0	Geo_0_1	AKU27797.1	IB49_16875	glutamine synthetase	20.2288474028609	1.696549107573334e-4
Geo_0	Geo_0_1	AKU27798.1	IB49_16880	transposase	16.302056155557004	1.1155382931106897e-5
Geo_0	Geo_0_1	AKU27799.1	IB49_16885	XRE family transcriptional regulator	23.039274084328987	0.0011901156516511038
Geo_0	Geo_0_1	AKU27801.1	IB49_16895	resolvase	20.944250500177986	2.7856351017450145e-4
Geo_0	Geo_0_1	AKU27802.1	IB49_16905	transketolase	24.05265879156965	0.002402416825560508
Geo_0	Geo_0_1	AKU27804.1	IB49_16915	hypothetical protein	23.066333531971527	0.0012126483277391422
Geo_0	Geo_0_1	AKU27805.1	IB49_16920	multidrug ABC transporter ATP-binding protein	19.010191073467535	7.289778383064094e-5
Geo_0	Geo_0_1	AKU27807.1	IB49_16940	chemotaxis protein CheY	21.57872918693775	4.3243550330131816e-4
Geo_0	Geo_0_1	AKU27809.1	IB49_16955	hypothetical protein	19.708667434449364	1.1829779819038332e-4
Geo_0	Geo_0_1	AKU27810.1	IB49_16960	peptigoglycan-binding protein LysM	17.528729588435482	2.6106579925110107e-5
Geo_0	Geo_0_1	AKU27814.1	IB49_16985	aconitate hydratase	22.232585866703413	6.803804343484659e-4
Geo_0	Geo_0_1	AKU27820.1	IB49_17020	cold-shock protein	24.910337617833516	0.004353468577739996
Geo_0	Geo_0_1	AKU27822.1	IB49_17030	sporulation protein SpoOM	17.765267353539116	3.0757776972269045e-5
Geo_0	Geo_0_1	AKU27824.1	IB49_17050	peptide ABC transporter ATPase	18.567394392379732	5.363141340359451e-5
Geo_0	Geo_0_1	AKU27825.1	IB49_17055	peptide ABC transporter substrate-binding protein	20.87884754842943	2.6621711708200887e-4
Geo_0	Geo_0_1	AKU27826.1	IB49_17060	peptide ABC transporter permease	22.79282356970968	0.0010032292120143648
Geo_0	Geo_0_1	AKU27828.1	IB49_17070	ABC transporter substrate-binding protein	20.849828413196253	2.609157801180843e-4
Geo_0	Geo_0_1	AKU27831.1	IB49_17085	urocanate hydratase	17.404445121138007	2.3951715720048306e-5
Geo_0	Geo_0_1	AKU27835.1	IB49_17115	pseudouridine-5'-phosphate glycosidase	21.42416500160953	3.8850166700007385e-4
Geo_0	Geo_0_1	AKU27837.1	IB49_17130	transposase	16.302056155557004	1.1155382931106897e-5
Geo_0	Geo_0_1	AKU27842.1	IB49_17185	alkaline phosphatase	22.421661935176473	7.756564071046974e-4
Geo_0	Geo_0_1	AKU27843.1	IB49_17200	restriction endonuclease	20.960701672576192	2.81758173102455e-4
Geo_0	Geo_0_1	AKU27844.1	IB49_17205	acetamidase	23.33154835873511	0.0014573789431462896
Geo_0	Geo_0_1	AKU27845.1	IB49_17210	transposase	16.302056155557004	1.1155382931106897e-5
Geo_0	Geo_0_1	AKU27851.1	IB49_17265	restriction endonuclease	20.960701672576192	2.81758173102455e-4
Geo_0	Geo_0_1	AKU27855.1	IB49_17300	transposase	26.335573493449353	0.011691605788964209
Geo_0	Geo_0_1	AKU27856.1	IB49_17305	sodium:dicarboxylate symporter	19.294308804545285	8.876510780595747e-5
Geo_0	Geo_0_1	AKU27858.1	IB49_17355	transposase	16.302056155557004	1.1155382931106897e-5
Geo_0	Geo_0_1	AKU27863.1	IB49_17385	malate:quinone oxidoreductase	20.711591720033127	2.3707565262668458e-4
Geo_0	Geo_0_1	AKU27865.1	IB49_17395	oxidoreductase	17.815186790099762	3.184066952819617e-5
Geo_0	Geo_0_1	AKU27868.1	IB49_17415	hypothetical protein	15.055068376869622	4.700063844258996e-6
Geo_0	Geo_0_1	AKU27871.1	IB49_17435	sulfite reductase [NADPH] flavoprotein alpha-component	23.089128270881773	0.0012319604687103405
Geo_0	Geo_0_1	AKU27872.1	IB49_17440	sulfite reductase	22.85171533710469	0.001045029037210165
Geo_0	Geo_0_1	AKU27873.1	IB49_17450	hypothetical protein	21.11686287178426	3.139682467492933e-4
Geo_0	Geo_0_1	AKU27877.1	IB49_17480	iron ABC transporter ATP-binding protein	19.89924763337284	1.350041186215481e-4
Geo_0	Geo_0_1	AKU27878.1	IB49_17485	ABC transporter	22.94112002303583	0.0011118388628471537
Geo_0	Geo_0_1	AKU27879.1	IB49_17490	hypothetical protein	16.867063535261742	1.6503218586570378e-5
Geo_0	Geo_0_1	AKU27880.1	IB49_17495	ATPase AAA	19.9766568128829	1.4244575218492862e-4
Geo_0	Geo_0_1	AKU27881.1	IB49_17500	DNA methylase	14.338885284075305	2.860955903476726e-6
Geo_0	Geo_0_1	AKU27884.1	IB49_17520	aminotransferase	19.123488738639598	7.885338133342724e-5
Geo_0	Geo_0_1	AKU27885.1	IB49_17525	endonuclease	20.30657090436709	1.790455536532915e-4
Geo_0	Geo_0_1	AKU27886.1	IB49_17530	quinone oxidoreductase	21.43812694376545	3.9227971401910875e-4
Geo_0	Geo_0_1	AKU27887.1	IB49_17535	LysR family transcriptional regulator	21.803116514238052	5.052061850660813e-4
Geo_0	Geo_0_1	AKU27888.1	IB49_17540	glutamate synthase	21.603425982637905	4.399018809682659e-4
Geo_0	Geo_0_1	AKU27893.1	IB49_17575	NAD-dependent deacetylase	19.64706728745724	1.1335303935814284e-4
Geo_0	Geo_0_1	AKU27895.1	IB49_17590	malate dehydrogenase	20.622960623900674	2.2294941456222996e-4
Geo_0	Geo_0_1	AKU27899.1	IB49_17640	MFS transporter	19.797633598902912	1.258224523363227e-4
Geo_0	Geo_0_1	AKU27900.1	IB49_17645	tellurite resistance protein TelA	21.04255694522445	2.9820671254802506e-4
Geo_0	Geo_0_1	AKU27907.1	IB49_17690	hypothetical protein	12.479585426723471	7.885080582065585e-7
Geo_0	Geo_0_1	AKU27908.1	IB49_17695	iron siderophore-binding protein	20.04252528281516	1.4910008398184073e-4
Geo_0	Geo_0_1	AKU27910.1	IB49_17715	ABC transporter	20.65283032818656	2.2761349804925883e-4
Geo_0	Geo_0_1	AKU27912.1	IB49_17740	phosphatase	20.60063084759115	2.195252112846291e-4
Geo_0	Geo_0_1	AKU27915.1	IB49_17760	acetoacetyl-CoA synthetase	18.288734493493784	4.421139866209648e-5
Geo_0	Geo_0_1	AKU27916.1	IB49_17770	hypothetical protein	17.6390602421049	2.818141641920039e-5
Geo_0	Geo_0_1	AKU27921.1	IB49_17810	hypothetical protein	20.95245096504697	2.8015140976759596e-4
Geo_0	Geo_0_1	AKU27926.1	IB49_17855	KipI antagonist	19.988493472902874	1.4361926260591417e-4
Geo_0	Geo_0_1	AKU27927.1	IB49_17860	LamB/YcsF family protein	20.70274661195847	2.3562659746468153e-4
Geo_0	Geo_0_1	AKU27929.1	IB49_17880	long-chain fatty acid--CoA ligase	18.06164363711121	3.777227082188838e-5
Geo_0	Geo_0_1	AKU27930.1	IB49_17895	hydroxyethylthiazole kinase	22.76635229871747	9.849893229165604e-4
Geo_0	Geo_0_1	AKU27932.1	IB49_17925	preprotein translocase subunit TatA	21.925109336481665	5.49784077068087e-4
Geo_0	Geo_0_1	AKU27934.1	IB49_17960	hypothetical protein	15.785501498617505	7.798050382069002e-6
Geo_0	Geo_0_1	AKU27935.1	IB49_17965	histidine kinase	20.14524651680702	1.6010321784244453e-4
Geo_0	Geo_0_1	AKU27936.1	IB49_17970	cysteine synthase	19.143958837884856	7.998019065344304e-5
Geo_0	Geo_0_1	AKU27941.1	IB49_17995	3-hydroxyisobutyrate dehydrogenase	21.49200017908876	4.0720519486155414e-4
Geo_0	Geo_0_1	AKU27943.1	IB49_18010	glycolate oxidase	18.987480371754067	7.175922225587022e-5
Geo_0	Geo_0_1	AKU27944.1	IB49_18015	glycolate oxidase subunit GlcD	18.482290223206892	5.055921645814289e-5
Geo_0	Geo_0_1	AKU27945.1	IB49_18020	malate synthase	19.374513256504418	9.383961789052677e-5
Geo_0	Geo_0_1	AKU27946.1	IB49_18025	malate dehydrogenase	18.70392424297971	5.895475282247388e-5
Geo_0	Geo_0_1	AKU27948.1	IB49_18040	IclR family transcriptional regulator	19.582737540271903	1.0840966088927416e-4
Geo_0	Geo_0_1	AKU27949.1	IB49_18045	ATP-dependent helicase	20.726397060842462	2.3952111596504524e-4
Geo_0	Geo_0_1	AKU27950.1	IB49_18050	hypothetical protein	16.882831776434077	1.668458333810691e-5
Geo_0	Geo_0_1	AKU27952.1	IB49_18070	RNA methyltransferase	17.59149956748463	2.7267519200334593e-5
Geo_0	Geo_0_1	AKU27953.1	IB49_18075	ATP-dependent helicase	20.715270739133064	2.3768099116473065e-4
Geo_0	Geo_0_1	AKU27954.1	IB49_18080	peptidase M32	22.484806977510416	8.103598885475137e-4
Geo_0	Geo_0_1	AKU27959.1	IB49_18110	hypothetical protein	23.44904728874299	0.0015810412199643398
Geo_0	Geo_0_1	AKU27962.1	IB49_18145	small acid-soluble spore protein Tlp	21.184080082899044	3.289426028627549e-4
Geo_0	Geo_0_1	AKU27963.1	IB49_18150	hypothetical protein	22.946040106065684	0.0011156370862013207
Geo_0	Geo_0_1	AKU27964.1	IB49_18165	hypothetical protein	22.16841771351796	6.507816178926551e-4
Geo_0	Geo_0_1	AKU27966.1	IB49_18185	FAD-dependent oxidoreductase	21.530328897572637	4.181685855068896e-4
Geo_0	Geo_0_1	AKU27967.1	IB49_18190	biotin synthase	19.790390415939655	1.2519233226909027e-4
Geo_0	Geo_0_1	AKU27972.1	IB49_18245	purine nucleoside phosphorylase DeoD-type	19.694599830115646	1.1714989145958046e-4
Geo_0	Geo_0_1	AKU27973.1	IB49_18250	peptidase M15	16.84035461189453	1.6200501731008293e-5
Geo_0	Geo_0_1	AKU27978.1	IB49_18305	ATPase	20.230525157516592	1.698523224628002e-4
Geo_0	Geo_0_1	AKU27981.1	IB49_18330	acetyltransferase	21.901752163237315	5.40954761506846e-4
Geo_0	Geo_0_1	AKU27983.1	IB49_18345	TetR family transcriptional regulator	18.543636548344196	5.275546056177818e-5
Geo_0	Geo_0_1	AKU27984.1	IB49_18350	acyl-CoA dehydrogenase	17.274768841188806	2.1892742977992843e-5
Geo_0	Geo_0_1	AKU27985.1	IB49_18355	AMP-binding protein	17.506665149980538	2.571034612018487e-5
Geo_0	Geo_0_1	AKU27986.1	IB49_18360	biotin carboxylase	18.154503028211273	4.028344064563876e-5
Geo_0	Geo_0_1	AKU27988.1	IB49_18375	enoyl-CoA hydratase	19.35682490162098	9.269610914039359e-5
Geo_0	Geo_0_1	AKU27989.1	IB49_18380	carboxylase	18.043891344179844	3.731033274174454e-5
Geo_0	Geo_0_1	AKU27992.1	IB49_18395	MFS transporter	18.497486066906617	5.1094568944128716e-5
Geo_0	Geo_0_1	AKU27996.1	IB49_18420	2-deoxy-D-gluconate 3-dehydrogenase	19.82431418676827	1.2817100886791395e-4
Geo_0	Geo_0_1	AKU27997.1	IB49_18425	hypothetical protein	23.856989734304285	0.0020977131725906837
Geo_0	Geo_0_1	AKU28003.1	IB49_00190	ABC transporter permease	17.72063698477323	2.9820839395000517e-5
Geo_0	Geo_0_1	AKU28004.1	IB49_00400	transposase	14.136764881667764	2.4869488904116753e-6
Geo_0	Geo_0_2	AKU25182.1	IB49_00030	hypothetical protein	23.033239049180786	0.0012000325654655721
Geo_0	Geo_0_2	AKU25192.1	IB49_00095	stage II sporulation protein AA	18.386637796046173	4.791005579622194e-5
Geo_0	Geo_0_2	AKU25194.1	IB49_00105	transposase	12.280557671074911	6.955260540716756e-7
Geo_0	Geo_0_2	AKU25196.1	IB49_00120	multidrug ABC transporter ATP-binding protein	18.583199262319926	5.49031894059261e-5
Geo_0	Geo_0_2	AKU25197.1	IB49_00125	hypothetical protein	21.886564119506758	5.420127248643303e-4
Geo_0	Geo_0_2	AKU25198.1	IB49_00130	hypothetical protein	20.683542913141505	2.3543119882927092e-4
Geo_0	Geo_0_2	AKU25200.1	IB49_00140	alkyl hydroperoxide reductase	22.524461865844444	8.434043534907025e-4
Geo_0	Geo_0_2	AKU25201.1	IB49_00150	gamma-glutamyl cyclotransferase	20.925729595679943	2.7846426468018215e-4
Geo_0	Geo_0_2	AKU25202.1	IB49_00155	glutamine synthetase	22.81389739534627	0.0010307767511690184
Geo_0	Geo_0_2	AKU25205.1	IB49_00170	beta-lactamase	21.3034568401321	3.6180677988792106e-4
Geo_0	Geo_0_2	AKU25207.1	IB49_00180	GDSL family lipase	15.18442129359502	5.205512057774208e-6
Geo_0	Geo_0_2	AKU25209.1	IB49_00215	transposase	12.280557671074911	6.955260540716756e-7
Geo_0	Geo_0_2	AKU25210.1	IB49_00220	pirin	21.749468460174224	4.928781627113319e-4
Geo_0	Geo_0_2	AKU25211.1	IB49_00225	NADPH-dependent oxidoreductase	19.749014926240456	1.2318081076035834e-4
Geo_0	Geo_0_2	AKU25212.1	IB49_00230	NAD-dependent deacetylase	19.831874923519834	1.304627121976936e-4
Geo_0	Geo_0_2	AKU25213.1	IB49_00235	acyl-CoA dehydrogenase	19.406510462114287	9.714913563028527e-5
Geo_0	Geo_0_2	AKU25216.1	IB49_00250	dehydratase	19.96254840080117	1.4283118494047548e-4
Geo_0	Geo_0_2	AKU25217.1	IB49_00260	acetyl-CoA acetyltransferase	16.951361019274607	1.7715985442697003e-5
Geo_0	Geo_0_2	AKU25220.1	IB49_00275	ABC transporter permease	20.859374181756067	2.659466353106461e-4
Geo_0	Geo_0_2	AKU25224.1	IB49_00295	peroxiredoxin	23.439192076839888	0.0015899998006827726
Geo_0	Geo_0_2	AKU25227.1	IB49_00320	nitric oxide synthase oxygenase	18.345449770011186	4.656159461218916e-5
Geo_0	Geo_0_2	AKU25228.1	IB49_00325	molybdenum ABC transporter ATP-binding protein	20.584578577943226	2.1982282291759057e-4
Geo_0	Geo_0_2	AKU25230.1	IB49_00335	short-chain dehydrogenase	23.11097869868464	0.0012664702663807879
Geo_0	Geo_0_2	AKU25231.1	IB49_00340	short-chain dehydrogenase	19.552760487569326	1.0751389245048732e-4
Geo_0	Geo_0_2	AKU25233.1	IB49_00350	serine/threonine protein kinase	20.13321934556153	1.6076818652285919e-4
Geo_0	Geo_0_2	AKU25235.1	IB49_00360	DNA topoisomerase III	21.035586147701963	3.004966172674435e-4
Geo_0	Geo_0_2	AKU25237.1	IB49_00370	XRE family transcriptional regulator	21.41298298977878	3.9034386428095326e-4
Geo_0	Geo_0_2	AKU25244.1	IB49_00440	short-chain dehydrogenase	18.711219213868524	5.999781291403552e-5
Geo_0	Geo_0_2	AKU25251.1	IB49_00490	ArsR family transcriptional regulator	16.05034961584321	9.487108247338096e-6
Geo_0	Geo_0_2	AKU25252.1	IB49_00495	cadmium transporter	19.2865479276047	8.939775642491648e-5
Geo_0	Geo_0_2	AKU25254.1	IB49_00505	integrase	17.214507790006238	2.1260838375911642e-5
Geo_0	Geo_0_2	AKU25255.1	IB49_00510	ATPase AAA	19.742171397925475	1.2259787735802852e-4
Geo_0	Geo_0_2	AKU25257.1	IB49_00535	transposase	19.876852136927603	1.3459405984282113e-4
Geo_0	Geo_0_2	AKU25258.1	IB49_00540	DNA methyltransferase	18.637424517851816	5.7006056959743145e-5
Geo_0	Geo_0_2	AKU25260.1	IB49_00550	DNA methyltransferase	21.86664543625129	5.345808060285924e-4
Geo_0	Geo_0_2	AKU25261.1	IB49_00565	hypothetical protein	19.94794680132806	1.4139287319976237e-4
Geo_0	Geo_0_2	AKU25262.1	IB49_00585	ATPase AAA	20.300962479114347	1.8059088557580876e-4
Geo_0	Geo_0_2	AKU25263.1	IB49_00590	transposase	17.07532770889731	1.9305586804393704e-5
Geo_0	Geo_0_2	AKU25264.1	IB49_00595	hypothetical protein	18.82227141976349	6.479857637116107e-5
Geo_0	Geo_0_2	AKU25265.1	IB49_00600	transposase	18.85494418615948	6.628281542780942e-5
Geo_0	Geo_0_2	AKU25268.1	IB49_00620	oligoribonuclease	18.39557420657768	4.8207743576331585e-5
Geo_0	Geo_0_2	AKU25269.1	IB49_00630	hypothetical protein	22.608429011055954	8.939484337099888e-4
Geo_0	Geo_0_2	AKU25271.1	IB49_00645	dihydropteridine reductase	18.291714423627912	4.48592382139672e-5
Geo_0	Geo_0_2	AKU25273.1	IB49_00660	spermidine synthase	20.79411453676057	2.541846904611778e-4
Geo_0	Geo_0_2	AKU25274.1	IB49_00670	acyl-CoA dehydrogenase	20.471994767403885	2.0332073766219776e-4
Geo_0	Geo_0_2	AKU25275.1	IB49_00680	thioesterase	20.145524075633094	1.6214524070258779e-4
Geo_0	Geo_0_2	AKU25276.1	IB49_00695	hypothetical protein	25.280236694790915	0.005696481918979776
Geo_0	Geo_0_2	AKU25277.1	IB49_00700	MerR family transcriptional regulator	19.409751217052673	9.736760897973008e-5
Geo_0	Geo_0_2	AKU25278.1	IB49_00710	DNA gyrase subunit A	19.840044458304323	1.3120357776002324e-4
Geo_0	Geo_0_2	AKU25279.1	IB49_00720	CoA-binding protein	23.3566405152699	0.0015015734255672906
Geo_0	Geo_0_2	AKU25281.1	IB49_00730	ATP synthase subunit B	20.739494509827026	2.447412213438741e-4
Geo_0	Geo_0_2	AKU25287.1	IB49_00825	pyrrolidone-carboxylate peptidase	18.060691478313124	3.82214411327777e-5
Geo_0	Geo_0_2	AKU25288.1	IB49_00830	oxidoreductase	19.21090531587346	8.483126135301466e-5
Geo_0	Geo_0_2	AKU25290.1	IB49_00840	threonine synthase	18.989079196548268	7.274105722182998e-5
Geo_0	Geo_0_2	AKU25291.1	IB49_00845	peptidase T	22.8743117273005	0.0010748581175971299
Geo_0	Geo_0_2	AKU25294.1	IB49_00860	peroxiredoxin	15.233510428053805	5.385682644899065e-6
Geo_0	Geo_0_2	AKU25296.1	IB49_00870	SAM-dependent methyltransferase	18.172126899960748	4.1290720631586196e-5
Geo_0	Geo_0_2	AKU25297.1	IB49_00875	hypothetical protein	18.81501091388055	6.447329031242904e-5
Geo_0	Geo_0_2	AKU25299.1	IB49_00885	photosynthetic protein synthase I	18.53155986604694	5.297275579169191e-5
Geo_0	Geo_0_2	AKU25301.1	IB49_00900	threonine dehydratase	22.304812782242223	7.242939803099823e-4
Geo_0	Geo_0_2	AKU25302.1	IB49_00910	dihydrofolate reductase	18.553213514328746	5.377382932146387e-5
Geo_0	Geo_0_2	AKU25305.1	IB49_00940	hypothetical protein	21.367677085212378	3.7827611575614635e-4
Geo_0	Geo_0_2	AKU25306.1	IB49_00970	cobinamide adenolsyltransferase	20.008939900731654	1.4749872702128804e-4
Geo_0	Geo_0_2	AKU25307.1	IB49_00975	uroporphyrin-III methyltransferase	22.82305320089343	0.0010373391927600872
Geo_0	Geo_0_2	AKU25308.1	IB49_00980	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	20.642799860434472	2.2887540884473456e-4
Geo_0	Geo_0_2	AKU25309.1	IB49_00990	cobyrinic acid a,c-diamide synthase	22.644289962210905	9.164477087527213e-4
Geo_0	Geo_0_2	AKU25310.1	IB49_00995	cobalamin biosynthesis protein CbiG	23.289123576310086	0.001432920017898802
Geo_0	Geo_0_2	AKU25311.1	IB49_01005	precorrin-2 C20-methyltransferase	21.23464684323721	3.4495530460490866e-4
Geo_0	Geo_0_2	AKU25312.1	IB49_01010	cobalamin biosynthesis protein CbiE	22.78701031432066	0.0010117443708397246
Geo_0	Geo_0_2	AKU25313.1	IB49_01015	cobalt-precorrin-6A synthase	20.763403638691774	2.4883100174335695e-4
Geo_0	Geo_0_2	AKU25314.1	IB49_01020	precorrin-8X methylmutase	21.691452673269005	4.734510508183922e-4
Geo_0	Geo_0_2	AKU25315.1	IB49_01030	sirohydrochlorin cobaltochelatase	22.676213512496417	9.369526329582791e-4
Geo_0	Geo_0_2	AKU25316.1	IB49_01035	cobalt-precorrin-3B C(17)-methyltransferase	21.583719970922246	4.3938407251436243e-4
Geo_0	Geo_0_2	AKU25317.1	IB49_01040	cobalt ABC transporter ATP-binding protein	20.063495914162196	1.5318324619263625e-4
Geo_0	Geo_0_2	AKU25319.1	IB49_01055	cobalamin biosynthesis protein	20.165579589198444	1.6441503032918256e-4
Geo_0	Geo_0_2	AKU25323.1	IB49_01075	ribonuclease	22.556018488092437	8.620557009713227e-4
Geo_0	Geo_0_2	AKU25325.1	IB49_01090	DNA topoisomerase III	19.521105550401423	1.0518056510269232e-4
Geo_0	Geo_0_2	AKU25326.1	IB49_01095	oxidoreductase	21.460847675529212	4.0351163638248263e-4
Geo_0	Geo_0_2	AKU25328.1	IB49_01105	nicotinate phosphoribosyltransferase	21.583968684156602	4.394598266071915e-4
Geo_0	Geo_0_2	AKU25329.1	IB49_01110	isochorismatase	20.739274770837653	2.4470394728960324e-4
Geo_0	Geo_0_2	AKU25332.1	IB49_01130	monoacylglycerol lipase	20.488314334947702	2.056337313042105e-4
Geo_0	Geo_0_2	AKU25339.1	IB49_01175	uroporphyrinogen-III synthase	19.864744221749593	1.3346919698777922e-4
Geo_0	Geo_0_2	AKU25340.1	IB49_01180	hypothetical protein	20.1209027749531	1.5940151902808455e-4
Geo_0	Geo_0_2	AKU25342.1	IB49_01195	methionine aminopeptidase	20.13590992140228	1.6106829333055014e-4
Geo_0	Geo_0_2	AKU25343.1	IB49_01200	hypothetical protein	20.089834156961636	1.5600548564273473e-4
Geo_0	Geo_0_2	AKU25345.1	IB49_01210	PTS fructose transporter subunit IIA	19.058729605095852	7.633900076956174e-5
Geo_0	Geo_0_2	AKU25347.1	IB49_01220	DeoR faimly transcriptional regulator	19.647420248076592	1.14804791110154e-4
Geo_0	Geo_0_2	AKU25348.1	IB49_01225	HD family phosphohydrolase	18.277567300354907	4.442149655554588e-5
Geo_0	Geo_0_2	AKU25349.1	IB49_01235	membrane protein	16.10423095080404	9.848129570464671e-6
Geo_0	Geo_0_2	AKU25350.1	IB49_01245	addiction module antidote protein	20.396026414427872	1.928914259915931e-4
Geo_0	Geo_0_2	AKU25354.1	IB49_01270	ferrous iron transporter B	19.427249454957074	9.855575739338253e-5
Geo_0	Geo_0_2	AKU25355.1	IB49_01275	iron transporter FeoA	19.581285765422695	1.0966083531173478e-4
Geo_0	Geo_0_2	AKU25361.1	IB49_01330	nitrite reductase	24.37630323422113	0.003044357409368306
Geo_0	Geo_0_2	AKU25364.1	IB49_01350	thioesterase	19.56229260943772	1.0822660622084459e-4
Geo_0	Geo_0_2	AKU25365.1	IB49_01360	2-nitropropane dioxygenase	18.463818382812725	5.0542922289614646e-5
Geo_0	Geo_0_2	AKU25371.1	IB49_01400	transposase	19.876852136927603	1.3459405984282113e-4
Geo_0	Geo_0_2	AKU25372.1	IB49_01410	D-xylose transporter subunit XylF	18.718689595933004	6.030929177947358e-5
Geo_0	Geo_0_2	AKU25375.1	IB49_01440	ATPase AAA	20.747616963393007	2.4612301420929347e-4
Geo_0	Geo_0_2	AKU25376.1	IB49_01445	enoyl-CoA hydratase	17.92303271606453	3.474302600675671e-5
Geo_0	Geo_0_2	AKU25380.1	IB49_01480	serine ammonia-lyase	23.20183734822908	0.0013487957130898483
Geo_0	Geo_0_2	AKU25382.1	IB49_01495	hypothetical protein	22.322102892809667	7.330265714576887e-4
Geo_0	Geo_0_2	AKU25396.1	IB49_01565	chemotaxis protein	17.071882401658435	1.925953804256559e-5
Geo_0	Geo_0_2	AKU25398.1	IB49_01575	transposase	17.869970064091127	3.3488384046092056e-5
Geo_0	Geo_0_2	AKU25399.1	IB49_01580	hypothetical protein	20.410179114047917	1.9479298413363147e-4
Geo_0	Geo_0_2	AKU25400.1	IB49_01595	transposase	18.804247791081963	6.399408173108496e-5
Geo_0	Geo_0_2	AKU25401.1	IB49_01600	ATPase AAA	20.300962479114347	1.8059088557580876e-4
Geo_0	Geo_0_2	AKU25403.1	IB49_01615	2-keto-3-deoxy-galactonate aldolase	20.04004393209653	1.5071327897157606e-4
Geo_0	Geo_0_2	AKU25406.1	IB49_01630	C4-dicarboxylate ABC transporter substrate-binding protein	17.70012716458065	2.976914656131365e-5
Geo_0	Geo_0_2	AKU25407.1	IB49_01635	2-dehydro-3-deoxyphosphogluconate aldolase	18.135025323675038	4.0242390885959775e-5
Geo_0	Geo_0_2	AKU25408.1	IB49_01640	2-dehydro-3-deoxygluconokinase	17.0963442202452	1.9588880059603083e-5
Geo_0	Geo_0_2	AKU25409.1	IB49_01645	ureidoglycolate dehydrogenase	20.461581545464817	2.018584734230867e-4
Geo_0	Geo_0_2	AKU25412.1	IB49_01670	transposase	19.876852136927603	1.3459405984282113e-4
Geo_0	Geo_0_2	AKU25415.1	IB49_01695	transposase	15.93196451658736	8.739697277680255e-6
Geo_0	Geo_0_2	AKU25417.1	IB49_01715	transposase	20.680960897523917	2.350102204751668e-4
Geo_0	Geo_0_2	AKU25418.1	IB49_01720	mannitol-1-phosphate 5-dehydrogenase	19.774859094459654	1.2540733188697606e-4
Geo_0	Geo_0_2	AKU25419.1	IB49_01725	PTS mannitol transporter subunit IIA	20.165315077522784	1.6438488833287235e-4
Geo_0	Geo_0_2	AKU25420.1	IB49_01730	PTS sugar transporter	21.199564056536467	3.366680136437274e-4
Geo_0	Geo_0_2	AKU25423.1	IB49_01750	hypothetical protein	22.08426332380667	6.216169859366181e-4
Geo_0	Geo_0_2	AKU25426.1	IB49_01765	alcohol dehydrogenase	14.661363995505175	3.6224927138113582e-6
Geo_0	Geo_0_2	AKU25427.1	IB49_01770	Fis family transcriptional regulator	16.9454762990093	1.7643869520525118e-5
Geo_0	Geo_0_2	AKU25428.1	IB49_01780	voltage-gated potassium channel	19.537618781246994	1.0639138869018444e-4
Geo_0	Geo_0_2	AKU25432.1	IB49_01800	RpiR family transcriptional regulator	20.38117327550854	1.909157172308794e-4
Geo_0	Geo_0_2	AKU25433.1	IB49_01805	hypothetical protein	21.904314913185054	5.48722797476764e-4
Geo_0	Geo_0_2	AKU25434.1	IB49_01810	3-oxoadipate enol-lactonase	20.439643199356482	1.988121327874463e-4
Geo_0	Geo_0_2	AKU25435.1	IB49_01815	alpha/beta hydrolase	21.920314222140345	5.548419327122195e-4
Geo_0	Geo_0_2	AKU25440.1	IB49_01845	transposase	18.85494418615948	6.628281542780942e-5
Geo_0	Geo_0_2	AKU25443.1	IB49_01865	3-hydroxybutyrate dehydrogenase	18.679092264947137	5.867650587347845e-5
Geo_0	Geo_0_2	AKU25446.1	IB49_01895	transposase	16.143770650169124	1.0121768251083896e-5
